N,P,K,temperature,humidity,ph,rainfall,label,date,tempreature,humidity,water_level,N,P,K,Fan_actuator_OFF,Fan_actuator_ON,Watering_plant_pump_OFF,Watering_plant_pump_ON,Water_pump_actuator_OFF,Water_pump_actuator_ON
,,,,,,,,2023-12-23 11:42:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 11:47:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 11:52:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 11:57:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 12:02:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 12:07:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 12:12:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 12:17:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 12:22:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 12:27:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 12:32:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 12:37:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 12:42:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 22:47:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 22:52:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 22:57:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 23:02:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 23:07:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-23 23:37:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:02:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:07:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:12:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:17:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:22:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:27:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:32:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:37:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:42:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 09:47:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 23:37:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 23:42:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-24 23:47:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:07:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:12:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:17:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:22:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:27:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:31:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:37:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:42:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:47:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:52:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 10:56:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:01:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:07:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:12:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:17:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:22:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:27:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:32:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:37:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:42:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-25 11:47:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 09:41:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 09:46:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 09:51:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 09:56:00,17,69,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 10:01:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 10:06:00,17,69,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 10:11:00,17,69,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 10:16:00,17,69,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 10:21:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 10:26:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 10:31:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 10:36:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-26 10:41:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 00:06:00,17,59,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 10:36:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 10:41:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 10:46:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 12:21:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 12:26:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 12:31:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 12:36:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 12:41:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 12:46:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 12:51:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 12:56:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:01:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:06:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:11:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:16:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:21:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:26:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:31:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:36:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:41:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:46:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:51:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 13:56:00,17,60,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:01:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:06:00,17,60,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:11:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:16:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:21:00,17,62,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:26:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:36:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:41:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:46:00,17,60,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:51:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 14:56:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 15:01:00,17,61,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-27 23:56:00,17,63,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 00:01:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 02:06:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 02:11:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 02:16:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 02:21:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 02:26:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 02:31:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 02:36:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 02:41:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 08:31:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 08:36:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 08:41:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 08:46:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 08:51:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 08:56:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 09:01:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 09:06:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 09:11:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 09:16:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 09:21:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 09:26:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 09:31:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-28 09:36:00,17,64,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 00:11:00,17,65,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:11:00,17,92,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:16:00,17,93,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:21:00,17,91,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:26:00,17,92,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:31:00,17,91,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:36:00,17,92,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:41:00,17,91,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:46:00,17,91,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:51:00,17,92,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 12:56:00,17,93,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:01:00,17,90,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:06:00,17,93,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:11:00,17,90,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:16:00,17,89,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:21:00,17,91,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:26:00,17,92,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:31:00,17,90,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:36:00,17,93,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:41:00,17,93,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:46:00,17,92,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 13:51:00,17,90,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-29 23:56:00,17,95,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-30 10:11:00,17,97,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-30 10:16:00,17,95,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-30 10:21:00,17,95,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-30 10:26:00,17,96,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-30 10:31:00,17,97,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-30 10:36:00,17,95,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 09:21:00,17,76,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 09:26:00,17,73,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 09:31:00,17,73,92,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 09:36:00,17,75,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 09:41:00,17,73,94,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 09:46:00,17,73,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 09:51:00,17,69,87,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 09:56:00,17,73,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 10:01:00,17,71,92,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2023-12-31 10:06:00,17,72,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 09:21:00,17,68,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 09:26:00,17,70,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 09:31:00,17,68,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 09:36:00,17,73,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 09:41:00,17,70,95,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 09:46:00,17,69,97,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 09:51:00,17,70,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 09:56:00,17,71,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 10:01:00,17,67,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 10:06:00,17,68,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 10:11:00,17,70,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 10:16:00,17,70,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 10:21:00,17,68,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 10:26:00,17,68,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-01 23:56:00,17,69,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-02 07:41:00,17,67,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-02 08:01:00,17,69,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-02 08:06:00,17,70,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-02 08:11:00,17,70,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-02 08:16:00,17,70,90,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-02 08:21:00,17,67,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-02 08:26:00,17,68,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-02 08:31:00,17,68,96,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-03 00:01:00,17,68,51,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 00:06:00,17,68,65,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 00:26:00,17,67,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-03 10:11:00,17,68,43,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:12:00,17,69,9,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:16:00,17,68,29,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:21:00,17,68,40,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:26:00,17,67,38,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:31:00,17,70,29,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:36:00,17,70,25,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:37:00,17,69,4,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:41:00,17,70,30,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:46:00,17,71,35,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:49:00,17,70,2,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:51:00,17,65,19,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 10:56:00,17,69,29,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 11:01:00,17,67,31,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 11:06:00,17,69,17,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 11:11:00,17,70,44,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 11:12:00,17,68,7,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-03 11:16:00,17,68,12,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-04 00:01:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 10:05:00,17,69,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 10:11:00,17,68,65,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-04 10:16:00,17,67,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 10:21:00,17,70,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 10:26:00,17,68,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 10:30:00,17,69,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 10:35:00,17,68,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-04 10:40:00,17,67,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 10:45:00,17,68,62,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-04 10:50:00,17,67,66,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-04 10:55:00,17,69,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 11:00:00,17,67,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 11:05:00,17,67,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 11:10:00,17,69,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 11:15:00,17,67,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 11:20:00,17,69,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-04 11:25:00,17,67,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-04 11:30:00,17,69,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 11:36:00,17,67,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 23:35:00,17,66,99,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-04 23:55:00,17,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 00:00:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 00:05:00,17,66,96,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 00:10:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 00:15:00,17,66,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 00:20:00,17,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 08:58:00,17,66,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 09:03:00,17,65,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 09:08:00,17,66,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 09:13:00,17,65,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 09:18:00,17,66,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 09:23:00,17,67,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-05 09:28:00,17,67,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
